SEASON YEAR,WEEK,TEST ID,BLOCK,TRAP,TRAP_TYPE,TEST DATE,NUMBER OF MOSQUITOES,RESULT,SPECIES,LATITUDE,LONGITUDE,LOCATION
2019,33,49172,21XX N CANNON DR,T054C,GRAVID,8/15/19 00:08,29,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2019,33,49173,21XX N CANNON DR,T054C,GRAVID,8/15/19 00:08,1,negative,CULEX TERRITANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2022,23,53458,21XX N CANNON DR,T054C,GRAVID,6/10/22 00:06,4,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2019,34,49329,21XX N CANNON DR,T054C,GRAVID,8/22/19 00:08,4,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2020,30,50771,21XX N CANNON DR,T054C,GRAVID,7/23/20 00:07,22,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2020,30,50772,21XX N CANNON DR,T054C,GRAVID,7/23/20 00:07,2,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2019,35,49468,21XX N CANNON DR,T054C,GRAVID,8/29/19 00:08,4,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2019,35,49467,21XX N CANNON DR,T054C,GRAVID,8/29/19 00:08,8,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2020,40,51780,21XX N CANNON DR,T054C,GRAVID,10/1/20 00:10,1,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2019,36,49581,21XX N CANNON DR,T054C,GRAVID,9/5/19 00:09,1,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2020,31,50903,21XX N CANNON DR,T054C,GRAVID,7/30/20 00:07,6,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2019,37,49715,21XX N CANNON DR,T054C,GRAVID,9/12/19 00:09,33,positive,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2019,37,49716,21XX N CANNON DR,T054C,GRAVID,9/12/19 00:09,4,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2021,34,53029,21XX N CANNON DR,T054C,GRAVID,8/26/21 00:08,4,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2019,38,49852,21XX N CANNON DR,T054C,GRAVID,9/19/19 00:09,13,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2020,32,51021,21XX N CANNON DR,T054C,GRAVID,8/6/20 00:08,12,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2020,32,51022,21XX N CANNON DR,T054C,GRAVID,8/6/20 00:08,1,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2019,39,49971,21XX N CANNON DR,T054C,GRAVID,9/26/19 00:09,2,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2019,39,49970,21XX N CANNON DR,T054C,GRAVID,9/26/19 00:09,8,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2020,33,51147,21XX N CANNON DR,T054C,GRAVID,8/13/20 00:08,49,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2020,33,51148,21XX N CANNON DR,T054C,GRAVID,8/13/20 00:08,2,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2022,24,53539,21XX N CANNON DR,T054C,GRAVID,6/17/22 00:06,10,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2021,27,52181,21XX N CANNON DR,T054C,GRAVID,7/8/21 00:07,5,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2020,34,51282,21XX N CANNON DR,T054C,GRAVID,8/20/20 00:08,4,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2021,28,52312,21XX N CANNON DR,T054C,GRAVID,7/15/21 00:07,1,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2021,28,52311,21XX N CANNON DR,T054C,GRAVID,7/15/21 00:07,6,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2021,37,53251,21XX N CANNON DR,T054C,GRAVID,9/16/21 00:09,18,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2022,26,53666,21XX N CANNON DR,T054C,GRAVID,6/30/22 00:06,3,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2021,32,52829,21XX N CANNON DR,T054C,GRAVID,8/12/21 00:08,2,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2022,28,53761,21XX N CANNON DR,T054C,GRAVID,7/14/22 00:07,1,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2022,29,53817,21XX N CANNON DR,T054C,GRAVID,7/21/22 00:07,7,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2022,31,53944,21XX N CANNON DR,T054C,GRAVID,8/4/22 00:08,3,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2022,31,53983,21XX N CANNON DR,T054C,GRAVID,8/4/22 00:08,1,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2022,33,54087,21XX N CANNON DR,T054C,GRAVID,8/18/22 00:08,5,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2022,35,54213,21XX N CANNON DR,T054C,GRAVID,9/1/22 00:09,22,positive,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2018,29,46689,21XX N CANNON DR,T054C,GRAVID,7/19/18 00:07,1,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2018,30,46801,21XX N CANNON DR,T054C,GRAVID,7/26/18 00:07,2,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2018,25,46268,21XX N CANNON DR,T054C,GRAVID,6/21/18 00:06,2,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2018,33,47191,21XX N CANNON DR,T054C,GRAVID,8/16/18 00:08,1,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2018,32,47055,21XX N CANNON DR,T054C,GRAVID,8/9/18 00:08,4,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2018,23,46070,21XX N CANNON DR,T054C,GRAVID,6/8/18 00:06,2,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2018,24,46175,21XX N CANNON DR,T054C,GRAVID,6/14/18 00:06,1,negative,CULEX RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2018,34,47312,21XX N CANNON DR,T054C,GRAVID,8/23/18 00:08,2,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2023,24,54539,21XX N CANNON DR,T054C,GRAVID,6/15/23 00:06,12,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2023,25,54611,21XX N CANNON DR,T054C,GRAVID,6/22/23 00:06,2,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2023,26,54668,21XX N CANNON DR,T054C,GRAVID,6/29/23 00:06,6,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2023,32,55137,21XX N CANNON DR,T054C,GRAVID,8/10/23 00:08,3,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2023,28,54810,21XX N CANNON DR,T054C,GRAVID,7/13/23 00:07,10,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2023,29,54883,21XX N CANNON DR,T054C,GRAVID,7/20/23 00:07,1,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2023,34,55312,21XX N CANNON DR,T054C,GRAVID,8/24/23 00:08,10,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2023,35,55381,21XX N CANNON DR,T054C,GRAVID,8/31/23 00:08,12,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2023,37,55513,21XX N CANNON DR,T054C,GRAVID,9/14/23 00:09,3,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2023,38,55584,21XX N CANNON DR,T054C,GRAVID,9/21/23 00:09,14,negative,CULEX PIPIENS/RESTUANS,41.9217769,-87.63214045,"(41.921776903428494, -87.63214045192028)"
2022,23,53454,22XX N CANNON DR,T054A,GRAVID,6/10/22 00:06,7,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,24,50079,22XX N CANNON DR,T054A,GRAVID,6/12/20 00:06,9,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,23,53455,22XX N CANNON DR,T054A,GRAVID,6/10/22 00:06,1,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,23,47807,22XX N CANNON DR,T054A,GRAVID,6/12/19 00:06,11,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,23,47806,22XX N CANNON DR,T054A,GRAVID,6/12/19 00:06,6,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,24,50078,22XX N CANNON DR,T054A,GRAVID,6/12/20 00:06,2,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,35,51414,22XX N CANNON DR,T054A,GRAVID,8/27/20 00:08,10,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,24,47960,22XX N CANNON DR,T054A,GRAVID,6/13/19 00:06,7,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,24,47961,22XX N CANNON DR,T054A,GRAVID,6/13/19 00:06,21,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,25,50193,22XX N CANNON DR,T054A,GRAVID,6/18/20 00:06,5,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,25,50192,22XX N CANNON DR,T054A,GRAVID,6/18/20 00:06,12,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,25,48114,22XX N CANNON DR,T054A,GRAVID,6/20/19 00:06,34,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,25,48113,22XX N CANNON DR,T054A,GRAVID,6/20/19 00:06,18,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,25,48115,22XX N CANNON DR,T054A,GRAVID,6/20/19 00:06,24,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,36,51523,22XX N CANNON DR,T054A,GRAVID,9/3/20 00:09,1,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,26,50294,22XX N CANNON DR,T054A,GRAVID,6/25/20 00:06,2,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,26,48251,22XX N CANNON DR,T054A,GRAVID,6/27/19 00:06,20,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,26,48250,22XX N CANNON DR,T054A,GRAVID,6/27/19 00:06,7,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,27,48374,22XX N CANNON DR,T054A,GRAVID,7/3/19 00:07,15,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,27,48373,22XX N CANNON DR,T054A,GRAVID,7/3/19 00:07,14,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,36,51522,22XX N CANNON DR,T054A,GRAVID,9/3/20 00:09,5,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,33,52947,22XX N CANNON DR,T054A,GRAVID,8/19/21 00:08,3,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,28,48503,22XX N CANNON DR,T054A,GRAVID,7/11/19 00:07,18,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,28,48502,22XX N CANNON DR,T054A,GRAVID,7/11/19 00:07,6,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,27,50406,22XX N CANNON DR,T054A,GRAVID,7/2/20 00:07,18,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,27,50407,22XX N CANNON DR,T054A,GRAVID,7/2/20 00:07,15,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,29,48637,22XX N CANNON DR,T054A,GRAVID,7/18/19 00:07,2,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,29,48638,22XX N CANNON DR,T054A,GRAVID,7/18/19 00:07,7,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,37,51599,22XX N CANNON DR,T054A,GRAVID,9/10/20 00:09,1,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,37,51598,22XX N CANNON DR,T054A,GRAVID,9/10/20 00:09,1,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,30,48760,22XX N CANNON DR,T054A,GRAVID,7/25/19 00:07,5,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,30,48761,22XX N CANNON DR,T054A,GRAVID,7/25/19 00:07,6,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,28,50518,22XX N CANNON DR,T054A,GRAVID,7/14/20 00:07,27,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,24,51974,22XX N CANNON DR,T054A,GRAVID,6/17/21 00:06,11,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,31,48948,22XX N CANNON DR,T054A,GRAVID,8/1/19 00:08,36,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,31,48949,22XX N CANNON DR,T054A,GRAVID,8/1/19 00:08,44,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,24,51975,22XX N CANNON DR,T054A,GRAVID,6/17/21 00:06,2,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,32,49021,22XX N CANNON DR,T054A,GRAVID,8/8/19 00:08,7,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,32,49020,22XX N CANNON DR,T054A,GRAVID,8/8/19 00:08,3,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,29,50645,22XX N CANNON DR,T054A,GRAVID,7/16/20 00:07,11,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,29,50644,22XX N CANNON DR,T054A,GRAVID,7/16/20 00:07,22,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,33,49167,22XX N CANNON DR,T054A,GRAVID,8/15/19 00:08,8,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,34,49325,22XX N CANNON DR,T054A,GRAVID,8/22/19 00:08,4,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,34,49326,22XX N CANNON DR,T054A,GRAVID,8/22/19 00:08,4,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,30,50767,22XX N CANNON DR,T054A,GRAVID,7/23/20 00:07,48,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,30,50768,22XX N CANNON DR,T054A,GRAVID,7/23/20 00:07,21,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,35,49465,22XX N CANNON DR,T054A,GRAVID,8/29/19 00:08,4,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,35,49464,22XX N CANNON DR,T054A,GRAVID,8/29/19 00:08,9,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,31,50900,22XX N CANNON DR,T054A,GRAVID,7/30/20 00:07,4,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,37,49712,22XX N CANNON DR,T054A,GRAVID,9/12/19 00:09,15,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,37,49713,22XX N CANNON DR,T054A,GRAVID,9/12/19 00:09,14,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,26,52113,22XX N CANNON DR,T054A,GRAVID,7/1/21 00:07,1,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,32,51018,22XX N CANNON DR,T054A,GRAVID,8/6/20 00:08,4,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,38,49848,22XX N CANNON DR,T054A,GRAVID,9/19/19 00:09,14,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,38,49849,22XX N CANNON DR,T054A,GRAVID,9/19/19 00:09,2,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,32,51017,22XX N CANNON DR,T054A,GRAVID,8/6/20 00:08,1,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,26,52114,22XX N CANNON DR,T054A,GRAVID,7/1/21 00:07,1,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,39,49967,22XX N CANNON DR,T054A,GRAVID,9/26/19 00:09,6,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2019,39,49968,22XX N CANNON DR,T054A,GRAVID,9/26/19 00:09,1,negative,CULEX TERRITANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,24,53536,22XX N CANNON DR,T054A,GRAVID,6/17/22 00:06,28,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,33,51144,22XX N CANNON DR,T054A,GRAVID,8/13/20 00:08,5,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,33,51145,22XX N CANNON DR,T054A,GRAVID,8/13/20 00:08,4,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,27,52180,22XX N CANNON DR,T054A,GRAVID,7/8/21 00:07,3,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,34,51281,22XX N CANNON DR,T054A,GRAVID,8/20/20 00:08,1,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2020,34,51280,22XX N CANNON DR,T054A,GRAVID,8/20/20 00:08,5,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,28,52309,22XX N CANNON DR,T054A,GRAVID,7/15/21 00:07,47,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,28,52310,22XX N CANNON DR,T054A,GRAVID,7/15/21 00:07,4,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,25,53611,22XX N CANNON DR,T054A,GRAVID,6/23/22 00:06,3,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,29,52438,22XX N CANNON DR,T054A,GRAVID,7/22/21 00:07,17,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,29,52439,22XX N CANNON DR,T054A,GRAVID,7/22/21 00:07,3,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,26,53663,22XX N CANNON DR,T054A,GRAVID,6/30/22 00:06,8,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,26,53696,22XX N CANNON DR,T054A,GRAVID,6/30/22 00:06,5,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,31,52699,22XX N CANNON DR,T054A,GRAVID,8/5/21 00:08,13,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,32,52827,22XX N CANNON DR,T054A,GRAVID,8/12/21 00:08,9,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2021,39,53396,22XX N CANNON DR,T054A,GRAVID,9/30/21 00:09,1,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,28,53760,22XX N CANNON DR,T054A,GRAVID,7/14/22 00:07,3,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,29,53816,22XX N CANNON DR,T054A,GRAVID,7/21/22 00:07,2,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,31,53942,22XX N CANNON DR,T054A,GRAVID,8/4/22 00:08,22,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,32,54022,22XX N CANNON DR,T054A,GRAVID,8/11/22 00:08,23,positive,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,33,54085,22XX N CANNON DR,T054A,GRAVID,8/18/22 00:08,4,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,34,54142,22XX N CANNON DR,T054A,GRAVID,8/25/22 00:08,2,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,35,54211,22XX N CANNON DR,T054A,GRAVID,9/1/22 00:09,28,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2018,30,46799,22XX N CANNON DR,T054A,GRAVID,7/26/18 00:07,1,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2018,29,46687,22XX N CANNON DR,T054A,GRAVID,7/19/18 00:07,2,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2018,33,47188,22XX N CANNON DR,T054A,GRAVID,8/16/18 00:08,3,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2018,26,46373,22XX N CANNON DR,T054A,GRAVID,6/28/18 00:06,1,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2018,38,47641,22XX N CANNON DR,T054A,GRAVID,9/20/18 00:09,4,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2018,32,47052,22XX N CANNON DR,T054A,GRAVID,8/9/18 00:08,5,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2018,34,47310,22XX N CANNON DR,T054A,GRAVID,8/23/18 00:08,1,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2018,33,47189,22XX N CANNON DR,T054A,GRAVID,8/16/18 00:08,6,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2018,30,46800,22XX N CANNON DR,T054A,GRAVID,7/26/18 00:07,1,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2018,35,47408,22XX N CANNON DR,T054A,GRAVID,8/30/18 00:08,3,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2018,28,46558,22XX N CANNON DR,T054A,GRAVID,7/12/18 00:07,2,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,36,54261,22XX N CANNON DR,T054A,GRAVID,9/8/22 00:09,23,positive,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,37,54317,22XX N CANNON DR,T054A,GRAVID,9/15/22 00:09,1,negative,CULEX RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
2022,37,54316,22XX N CANNON DR,T054A,GRAVID,9/15/22 00:09,2,negative,CULEX PIPIENS/RESTUANS,41.92273665,-87.63244997,"(41.92273664946568, -87.63244996720142)"
